product_id,product_name,category,price,date,quantity_sold,stock_remaining,day_of_week,is_weekend,month,week_of_year
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-07,4,19,4,0,11,45
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-08,4,15,5,1,11,45
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-09,8,7,6,1,11,45
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-10,7,0,0,0,11,46
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-11,0,0,1,0,11,46
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-12,0,0,2,0,11,46
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-13,0,57,3,0,11,46
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-14,5,52,4,0,11,46
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-15,4,48,5,1,11,46
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-16,8,40,6,1,11,46
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-17,2,38,0,0,11,47
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-18,2,36,1,0,11,47
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-19,4,32,2,0,11,47
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-20,8,24,3,0,11,47
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-21,4,20,4,0,11,47
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-22,4,16,5,1,11,47
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-23,10,6,6,1,11,47
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-24,6,0,0,0,11,48
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-25,0,0,1,0,11,48
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-26,0,0,2,0,11,48
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-27,0,59,3,0,11,48
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-28,4,55,4,0,11,48
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-29,2,53,5,1,11,48
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-11-30,7,46,6,1,11,48
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-01,1,45,0,0,12,49
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-02,5,40,1,0,12,49
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-03,7,33,2,0,12,49
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-04,5,28,3,0,12,49
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-05,1,27,4,0,12,49
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-06,4,23,5,1,12,49
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-07,6,17,6,1,12,49
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-08,1,16,0,0,12,50
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-09,4,12,1,0,12,50
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-10,2,10,2,0,12,50
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-11,8,2,3,0,12,50
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-12,2,0,4,0,12,50
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-13,0,0,5,1,12,50
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-14,0,47,6,1,12,50
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-15,3,44,0,0,12,51
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-16,6,38,1,0,12,51
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-17,7,31,2,0,12,51
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-18,5,26,3,0,12,51
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-19,6,20,4,0,12,51
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-20,8,12,5,1,12,51
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-21,5,50,6,1,12,51
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-22,3,47,0,0,12,52
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-23,2,45,1,0,12,52
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-24,3,42,2,0,12,52
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-25,2,40,3,0,12,52
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-26,3,37,4,0,12,52
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-27,8,29,5,1,12,52
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-28,6,23,6,1,12,52
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-29,2,21,0,0,12,1
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-30,6,15,1,0,12,1
1,Платье вечернее «Лаванда»,Платья,7354.0,2025-12-31,3,12,2,0,12,1
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-01,5,74,3,0,1,1
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-02,9,65,4,0,1,1
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-03,6,59,5,1,1,1
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-04,8,51,6,1,1,1
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-05,7,44,0,0,1,2
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-06,3,41,1,0,1,2
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-07,1,40,2,0,1,2
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-08,9,31,3,0,1,2
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-09,6,25,4,0,1,2
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-10,5,20,5,1,1,2
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-11,6,14,6,1,1,2
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-12,6,8,0,0,1,3
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-13,3,5,1,0,1,3
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-14,4,1,2,0,1,3
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-15,0,77,3,0,1,3
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-16,7,70,4,0,1,3
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-17,10,60,5,1,1,3
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-18,3,57,6,1,1,3
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-19,2,55,0,0,1,4
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-20,3,52,1,0,1,4
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-21,4,48,2,0,1,4
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-22,1,47,3,0,1,4
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-23,2,45,4,0,1,4
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-24,4,41,5,1,1,4
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-25,4,37,6,1,1,4
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-26,3,34,0,0,1,5
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-27,4,30,1,0,1,5
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-28,5,25,2,0,1,5
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-29,5,20,3,0,1,5
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-30,3,17,4,0,1,5
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-01-31,2,15,5,1,1,5
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-01,2,13,6,1,2,5
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-02,7,6,0,0,2,6
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-03,4,2,1,0,2,6
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-04,2,0,2,0,2,6
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-05,0,0,3,0,2,6
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-06,0,0,4,0,2,6
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-07,0,0,5,1,2,6
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-08,0,0,6,1,2,6
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-09,0,0,0,0,2,7
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-10,0,0,1,0,2,7
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-11,0,0,2,0,2,7
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-12,0,0,3,0,2,7
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-13,0,0,4,0,2,7
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-14,0,0,5,1,2,7
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-15,0,35,6,1,2,7
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-16,6,29,0,0,2,8
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-17,6,23,1,0,2,8
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-18,7,16,2,0,2,8
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-19,8,8,3,0,2,8
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-20,6,2,4,0,2,8
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-21,2,0,5,1,2,8
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-22,0,0,6,1,2,8
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-23,0,0,0,0,2,9
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-24,0,0,1,0,2,9
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-25,0,0,2,0,2,9
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-26,0,0,3,0,2,9
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-27,0,0,4,0,2,9
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-02-28,0,0,5,1,2,9
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-01,0,0,6,1,3,9
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-02,0,0,0,0,3,10
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-03,0,0,1,0,3,10
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-04,0,0,2,0,3,10
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-05,0,0,3,0,3,10
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-06,0,0,4,0,3,10
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-07,0,0,5,1,3,10
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-08,0,0,6,1,3,10
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-09,0,0,0,0,3,11
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-10,0,0,1,0,3,11
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-11,0,0,2,0,3,11
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-12,0,0,3,0,3,11
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-13,0,0,4,0,3,11
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-14,0,0,5,1,3,11
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-15,0,0,6,1,3,11
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-16,0,0,0,0,3,12
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-17,0,0,1,0,3,12
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-18,0,76,2,0,3,12
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-19,2,74,3,0,3,12
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-20,4,70,4,0,3,12
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-21,7,63,5,1,3,12
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-22,10,53,6,1,3,12
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-23,4,49,0,0,3,13
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-24,5,44,1,0,3,13
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-25,3,41,2,0,3,13
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-26,4,37,3,0,3,13
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-27,6,31,4,0,3,13
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-28,4,27,5,1,3,13
1,Платье вечернее «Лаванда»,Платья,7354.0,2026-03-29,3,24,6,1,3,13
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-01,5,28,2,0,10,40
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-02,6,22,3,0,10,40
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-03,5,17,4,0,10,40
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-04,6,11,5,1,10,40
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-05,7,4,6,1,10,40
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-06,4,0,0,0,10,41
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-07,0,0,1,0,10,41
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-08,0,0,2,0,10,41
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-09,0,80,3,0,10,41
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-10,3,77,4,0,10,41
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-11,9,68,5,1,10,41
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-12,4,64,6,1,10,41
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-13,13,51,0,0,10,42
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-14,4,47,1,0,10,42
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-15,3,44,2,0,10,42
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-16,3,41,3,0,10,42
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-17,8,33,4,0,10,42
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-18,9,24,5,1,10,42
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-19,4,20,6,1,10,42
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-20,10,10,0,0,10,43
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-21,4,6,1,0,10,43
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-22,6,0,2,0,10,43
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-23,0,0,3,0,10,43
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-24,0,0,4,0,10,43
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-25,0,0,5,1,10,43
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-26,0,0,6,1,10,43
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-27,0,0,0,0,10,44
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-28,0,0,1,0,10,44
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-29,0,0,2,0,10,44
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-30,0,0,3,0,10,44
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-10-31,0,0,4,0,10,44
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-01,0,0,5,1,11,44
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-02,0,0,6,1,11,44
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-03,0,0,0,0,11,45
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-04,0,0,1,0,11,45
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-05,0,0,2,0,11,45
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-06,0,0,3,0,11,45
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-07,0,0,4,0,11,45
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-08,0,0,5,1,11,45
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-09,0,0,6,1,11,45
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-10,0,0,0,0,11,46
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-11,0,0,1,0,11,46
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-12,0,0,2,0,11,46
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-13,0,0,3,0,11,46
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-14,0,0,4,0,11,46
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-15,0,0,5,1,11,46
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-16,0,0,6,1,11,46
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-17,0,80,0,0,11,47
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-18,4,76,1,0,11,47
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-19,5,71,2,0,11,47
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-20,6,65,3,0,11,47
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-21,6,59,4,0,11,47
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-22,9,50,5,1,11,47
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-23,12,38,6,1,11,47
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-24,8,30,0,0,11,48
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-25,8,22,1,0,11,48
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-26,9,13,2,0,11,48
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-27,3,10,3,0,11,48
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-28,6,4,4,0,11,48
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-29,4,0,5,1,11,48
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-11-30,0,0,6,1,11,48
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-01,0,0,0,0,12,49
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-02,0,0,1,0,12,49
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-03,0,0,2,0,12,49
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-04,0,0,3,0,12,49
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-05,0,0,4,0,12,49
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-06,0,0,5,1,12,49
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-07,0,0,6,1,12,49
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-08,0,38,0,0,12,50
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-09,7,31,1,0,12,50
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-10,6,25,2,0,12,50
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-11,5,20,3,0,12,50
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-12,8,12,4,0,12,50
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-13,3,89,5,1,12,50
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-14,7,82,6,1,12,50
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-15,6,76,0,0,12,51
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-16,5,71,1,0,12,51
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-17,6,65,2,0,12,51
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-18,9,56,3,0,12,51
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-19,7,49,4,0,12,51
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-20,10,39,5,1,12,51
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-21,5,34,6,1,12,51
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-22,7,27,0,0,12,52
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-23,6,21,1,0,12,52
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-24,2,19,2,0,12,52
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-25,4,15,3,0,12,52
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-26,2,13,4,0,12,52
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-27,13,0,5,1,12,52
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-28,0,0,6,1,12,52
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-29,0,0,0,0,12,1
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-30,0,0,1,0,12,1
2,Юбка-карандаш «Весна»,Юбки,1940.0,2025-12-31,0,38,2,0,12,1
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-01,6,32,3,0,1,1
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-02,10,22,4,0,1,1
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-03,13,9,5,1,1,1
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-04,9,0,6,1,1,1
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-05,0,0,0,0,1,2
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-06,0,0,1,0,1,2
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-07,0,0,2,0,1,2
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-08,0,0,3,0,1,2
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-09,0,0,4,0,1,2
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-10,0,0,5,1,1,2
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-11,0,0,6,1,1,2
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-12,0,0,0,0,1,3
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-13,0,0,1,0,1,3
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-14,0,47,2,0,1,3
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-15,6,41,3,0,1,3
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-16,9,32,4,0,1,3
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-17,10,22,5,1,1,3
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-18,6,84,6,1,1,3
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-19,3,81,0,0,1,4
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-20,7,74,1,0,1,4
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-21,5,69,2,0,1,4
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-22,7,62,3,0,1,4
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-23,9,53,4,0,1,4
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-24,10,43,5,1,1,4
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-25,11,32,6,1,1,4
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-26,11,21,0,0,1,5
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-27,5,16,1,0,1,5
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-28,11,5,2,0,1,5
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-29,5,0,3,0,1,5
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-30,0,0,4,0,1,5
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-01-31,0,0,5,1,1,5
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-02-01,0,0,6,1,2,5
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-02-02,0,0,0,0,2,6
2,Юбка-карандаш «Весна»,Юбки,1940.0,2026-02-03,0,0,1,0,2,6
